machine,limits,benchmark,class,lower_is_better,repetition,result
"issdm-3","quota-1000","stressng-cpu-ackermann","cpu",false,"1",0.072459
"issdm-3","quota-1000","stressng-cpu-bitops","cpu",false,"1",12.28005
"issdm-3","quota-1000","stressng-cpu-callfunc","cpu",false,"1",1696.104446
"issdm-3","quota-1000","stressng-cpu-cdouble","cpu",false,"1",21.671938
"issdm-3","quota-1000","stressng-cpu-cfloat","cpu",false,"1",15.101162
"issdm-3","quota-1000","stressng-cpu-clongdouble","cpu",false,"1",9.217494
"issdm-3","quota-1000","stressng-cpu-correlate","cpu",false,"1",0.181811
"issdm-3","quota-1000","stressng-cpu-crc16","cpu",false,"1",0.909225
"issdm-3","quota-1000","stressng-cpu-decimal32","cpu",false,"1",6.765983
"issdm-3","quota-1000","stressng-cpu-decimal64","cpu",false,"1",8.219769
"issdm-3","quota-1000","stressng-cpu-decimal128","cpu",false,"1",1.287322
"issdm-3","quota-1000","stressng-cpu-dither","cpu",false,"1",0.90926
"issdm-3","quota-1000","stressng-cpu-djb2a","cpu",false,"1",524.684955
"issdm-3","quota-1000","stressng-cpu-double","cpu",false,"1",34.364741
"issdm-3","quota-1000","stressng-cpu-euler","cpu",false,"1",34801.585471
"issdm-3","quota-1000","stressng-cpu-explog","cpu",false,"1",0.701863
"issdm-3","quota-1000","stressng-cpu-fft","cpu",false,"1",1.495518
"issdm-3","quota-1000","stressng-cpu-fibonacci","cpu",false,"1",89558.358968
"issdm-3","quota-1000","stressng-cpu-float","cpu",false,"1",145.877664
"issdm-3","quota-1000","stressng-cpu-fnv1a","cpu",false,"1",553.936119
"issdm-3","quota-1000","stressng-cpu-gamma","cpu",false,"1",1.188149
"issdm-3","quota-1000","stressng-cpu-gcd","cpu",false,"1",6.040538
"issdm-3","quota-1000","stressng-cpu-gray","cpu",false,"1",34.76067
"issdm-3","quota-1000","stressng-cpu-hamming","cpu",false,"1",3.168984
"issdm-3","quota-1000","stressng-cpu-hanoi","cpu",false,"1",0.810727
"issdm-3","quota-1000","stressng-cpu-hyperbolic","cpu",false,"1",4.951237
"issdm-3","quota-1000","stressng-cpu-idct","cpu",false,"1",110.224584
"issdm-3","quota-1000","stressng-cpu-int128","cpu",false,"1",27.729269
"issdm-3","quota-1000","stressng-cpu-int64","cpu",false,"1",292.943595
"issdm-3","quota-1000","stressng-cpu-int32","cpu",false,"1",316.415609
"issdm-3","quota-1000","stressng-cpu-int16","cpu",false,"1",358.009659
"issdm-3","quota-1000","stressng-cpu-int8","cpu",false,"1",316.31579
"issdm-3","quota-1000","stressng-cpu-int128float","cpu",false,"1",23.633062
"issdm-3","quota-1000","stressng-cpu-int128double","cpu",false,"1",16.042675
"issdm-3","quota-1000","stressng-cpu-int128longdouble","cpu",false,"1",3.762835
"issdm-3","quota-1000","stressng-cpu-int128decimal32","cpu",false,"1",5.743142
"issdm-3","quota-1000","stressng-cpu-int128decimal64","cpu",false,"1",6.040459
"issdm-3","quota-1000","stressng-cpu-int128decimal128","cpu",false,"1",1.287119
"issdm-3","quota-1000","stressng-cpu-int64float","cpu",false,"1",112.304646
"issdm-3","quota-1000","stressng-cpu-int64double","cpu",false,"1",31.87001
"issdm-3","quota-1000","stressng-cpu-int64longdouble","cpu",false,"1",4.357008
"issdm-3","quota-1000","stressng-cpu-int32float","cpu",false,"1",108.065311
"issdm-3","quota-1000","stressng-cpu-int32double","cpu",false,"1",32.186191
"issdm-3","quota-1000","stressng-cpu-int32longdouble","cpu",false,"1",4.455784
"issdm-3","quota-1000","stressng-cpu-jenkin","cpu",false,"1",162.116013
"issdm-3","quota-1000","stressng-cpu-jmp","cpu",false,"1",180.931341
"issdm-3","quota-1000","stressng-cpu-ln2","cpu",false,"1",140.430285
"issdm-3","quota-1000","stressng-cpu-longdouble","cpu",false,"1",4.35732
"issdm-3","quota-1000","stressng-cpu-loop","cpu",false,"1",127.780162
"issdm-3","quota-1000","stressng-cpu-matrixprod","cpu",false,"1",0.47174
"issdm-3","quota-1000","stressng-cpu-nsqrt","cpu",false,"1",0.891186
"issdm-3","quota-1000","stressng-cpu-omega","cpu",false,"1",16615.034957
"issdm-3","quota-1000","stressng-cpu-parity","cpu",false,"1",102.697976
"issdm-3","quota-1000","stressng-cpu-phi","cpu",false,"1",67812.181013
"issdm-3","quota-1000","stressng-cpu-pi","cpu",false,"1",5019.553991
"issdm-3","quota-1000","stressng-cpu-pjw","cpu",false,"1",275.317146
"issdm-3","quota-1000","stressng-cpu-prime","cpu",false,"1",0.021278
"issdm-3","quota-1000","stressng-cpu-psi","cpu",false,"1",8497.385267
"issdm-3","quota-1000","stressng-cpu-queens","cpu",false,"1",0.545503
"issdm-3","quota-1000","stressng-cpu-rand","cpu",false,"1",114.832021
"issdm-3","quota-1000","stressng-cpu-rand48","cpu",false,"1",14.411889
"issdm-3","quota-1000","stressng-cpu-rgb","cpu",false,"1",311.282381
"issdm-3","quota-1000","stressng-cpu-sdbm","cpu",false,"1",537.465362
"issdm-3","quota-1000","stressng-cpu-sieve","cpu",false,"1",0.081302
"issdm-3","quota-1000","stressng-cpu-sqrt","cpu",false,"1",36.146928
"issdm-3","quota-1000","stressng-cpu-trig","cpu",false,"1",3.069723
"issdm-3","quota-1000","stressng-cpu-union","cpu",false,"1",164.00018
"issdm-3","quota-1000","stressng-cpu-zeta","cpu",false,"1",2.353519
"issdm-3","quota-1000","stressng-cpu-af-alg","cpu",false,"1",269.007696
"issdm-3","quota-1000","stressng-cpu-bsearch","cpu",false,"1",1.78183
"issdm-3","quota-1000","stressng-cpu-cpu","cpu",false,"1",0.074056
"issdm-3","quota-1000","stressng-cpu-crypt","cpu",false,"1",0.701667
"issdm-3","quota-1000","stressng-cpu-hsearch","cpu",false,"1",11.372461
"issdm-3","quota-1000","stressng-cpu-longjmp","cpu",false,"1",477.858214
"issdm-3","quota-1000","stressng-cpu-lsearch","cpu",false,"1",0.098042
"issdm-3","quota-1000","stressng-cpu-numa","cpu",false,"1",0.196059
"issdm-3","quota-1000","stressng-cpu-str","cpu",false,"1",76.472942
"issdm-3","quota-1000","stressng-cpu-stream","cpu",false,"1",0.336084
"issdm-3","quota-1000","stressng-cpu-tsearch","cpu",false,"1",0.078119
"issdm-3","quota-1000","stressng-cpu-vecmath","cpu",false,"1",57.942136
"issdm-3","quota-1000","stressng-cpu-wcs","cpu",false,"1",46.765825
"issdm-3","quota-1000","stressng-cpu-cache-cache","cpu-cache",false,"1",0.297105
"issdm-3","quota-1000","stressng-cpu-cache-icache","cpu-cache",false,"1",1259.656915
"issdm-3","quota-1000","stressng-memory-context","memory",false,"1",28.732603
"issdm-3","quota-1000","stressng-memory-full","memory",false,"1",763.26223
